Vombatus_ursinus	Trichosurus_vulpecula	Thylacinus_cynocephalus	Tachyglossus_aculeatus	Sarcophilus_harrisii	Phascolarctos_cinereus	Ornithorhynchus_anatinus	Monodelphis_domestica	Macropus_eugenii	Gracilinanus_agilis	Dromiciops_gliroides	Antechinus_flavipes	
5.9726e-05	1.3465e-05	1.4994e-05	1.9909e-05	0.00025657	9.9865e-05	0.20534	4.7294e-06	2.3805e-06	9.6538e-06	9.8601e-06	1.5447e-05	
5.9528e-05	1.3376e-05	1.541e-05	2.1041e-05	0.00025543	9.8089e-05	0.20372	5.3333e-06	2.4674e-06	9.8525e-06	9.94e-06	1.5448e-05	
5.931e-05	1.3261e-05	1.5803e-05	2.211e-05	0.00025423	9.6266e-05	0.20198	5.9074e-06	2.5428e-06	1.0034e-05	9.9918e-06	1.5436e-05	
5.9124e-05	1.3169e-05	1.6222e-05	2.3271e-05	0.00025311	9.4516e-05	0.20045	6.5201e-06	2.6298e-06	1.0228e-05	1.0078e-05	1.543e-05	
5.8915e-05	1.3052e-05	1.6618e-05	2.436e-05	0.00025194	9.2715e-05	0.1988	7.1103e-06	2.7055e-06	1.0404e-05	1.0137e-05	1.541e-05	
5.8744e-05	1.2877e-05	1.7046e-05	2.5561e-05	0.00025085	9.0998e-05	0.19738	7.7485e-06	2.761e-06	1.0596e-05	1.0238e-05	1.5399e-05	
5.8611e-05	1.2731e-05	1.7506e-05	2.557e-05	0.00024984	8.9361e-05	0.19653	7.7531e-06	2.8298e-06	1.0824e-05	1.0381e-05	1.5397e-05	
5.8506e-05	1.2607e-05	1.7991e-05	2.5629e-05	0.00024888	8.7786e-05	0.1958	7.7733e-06	2.9094e-06	1.1065e-05	1.0559e-05	1.54e-05	
5.8384e-05	1.2459e-05	1.8456e-05	2.5646e-05	0.00024789	8.6174e-05	0.19501	7.775e-06	2.9785e-06	1.1289e-05	1.0711e-05	1.539e-05	
5.8245e-05	1.2288e-05	1.89e-05	2.5622e-05	0.00024685	8.4525e-05	0.19417	7.7585e-06	3.0375e-06	1.1498e-05	1.0838e-05	1.5368e-05	
5.8133e-05	1.2137e-05	1.9369e-05	2.5655e-05	0.00024587	8.2935e-05	0.19346	7.7568e-06	3.1066e-06	1.1718e-05	1.0998e-05	1.535e-05	
5.8006e-05	1.1965e-05	1.9818e-05	2.5644e-05	0.00024486	8.1312e-05	0.19269	7.738e-06	3.1662e-06	1.1923e-05	1.1134e-05	1.532e-05	
5.7906e-05	1.1812e-05	2.0293e-05	2.568e-05	0.0002439	7.9746e-05	0.19203	7.7337e-06	3.2361e-06	1.2141e-05	1.1304e-05	1.5295e-05	
5.7833e-05	1.1678e-05	2.0792e-05	2.5671e-05	0.000243	7.8235e-05	0.19131	7.7439e-06	3.3168e-06	1.237e-05	1.1508e-05	1.5276e-05	
5.7745e-05	1.1523e-05	2.1273e-05	2.5626e-05	0.00024206	7.6693e-05	0.19054	7.7373e-06	3.3877e-06	1.2585e-05	1.1688e-05	1.5244e-05	
5.6236e-05	1.1391e-05	2.1784e-05	2.5636e-05	0.00024118	7.5224e-05	0.18991	7.7501e-06	3.4719e-06	1.2816e-05	1.1909e-05	1.5218e-05	
5.4796e-05	1.1277e-05	2.2322e-05	2.5692e-05	0.00024036	7.3806e-05	0.18937	7.7774e-06	3.5679e-06	1.3059e-05	1.2168e-05	1.5198e-05	
5.3322e-05	1.1141e-05	2.2839e-05	2.5708e-05	0.0002395	7.2355e-05	0.18878	7.7866e-06	3.6529e-06	1.3286e-05	1.2399e-05	1.5165e-05	
5.1917e-05	1.1023e-05	2.3419e-05	2.5772e-05	0.00023855	7.0956e-05	0.1883	7.8107e-06	3.7501e-06	1.3527e-05	1.267e-05	1.511e-05	
5.0587e-05	1.0927e-05	2.3074e-05	2.5792e-05	0.00023767	6.9615e-05	0.18776	7.8139e-06	3.8629e-06	1.3747e-05	1.2996e-05	1.5061e-05	
4.9327e-05	1.0852e-05	2.2756e-05	2.5868e-05	0.00023685	6.8329e-05	0.18733	7.8352e-06	3.9921e-06	1.3984e-05	1.3373e-05	1.502e-05	
4.8039e-05	1.0757e-05	2.2461e-05	2.5993e-05	0.00023608	6.7014e-05	0.187	7.8994e-06	4.1101e-06	1.427e-05	1.3444e-05	1.4983e-05	
4.6729e-05	1.0643e-05	2.2151e-05	2.6085e-05	0.00023529	6.5675e-05	0.18664	7.9481e-06	4.2185e-06	1.4542e-05	1.3495e-05	1.4935e-05	
4.5396e-05	1.0511e-05	2.1825e-05	2.6144e-05	0.00023446	6.4313e-05	0.18624	7.9818e-06	4.3178e-06	1.48e-05	1.3525e-05	1.4877e-05	
4.4118e-05	1.0393e-05	2.1518e-05	2.6166e-05	0.00023368	6.2992e-05	0.18581	8.0279e-06	4.4286e-06	1.507e-05	1.3586e-05	1.4821e-05	
4.2892e-05	1.0288e-05	2.1228e-05	2.6227e-05	0.00023295	6.1709e-05	0.18545	8.086e-06	4.5513e-06	1.5352e-05	1.3675e-05	1.4769e-05	
4.1643e-05	1.0165e-05	2.0923e-05	2.6255e-05	0.00023218	6.0403e-05	0.18506	8.129e-06	4.6644e-06	1.562e-05	1.3744e-05	1.4706e-05	
4.0375e-05	1.0025e-05	2.0604e-05	2.6253e-05	0.00023139	5.9076e-05	0.18465	8.1862e-06	4.7688e-06	1.5903e-05	1.3794e-05	1.4632e-05	
3.9087e-05	9.8689e-06	2.027e-05	2.6221e-05	0.00023057	5.7727e-05	0.1842	8.2291e-06	4.8644e-06	1.6173e-05	1.3825e-05	1.4548e-05	
3.7858e-05	9.7283e-06	1.9957e-05	2.6228e-05	0.0002298	5.6424e-05	0.18383	8.287e-06	4.974e-06	1.6459e-05	1.389e-05	1.4468e-05	
3.6685e-05	9.6034e-06	1.9665e-05	2.6202e-05	0.00022908	5.5163e-05	0.18343	8.3602e-06	5.0981e-06	1.6759e-05	1.399e-05	1.4393e-05	
3.5565e-05	9.4936e-06	1.9392e-05	2.6222e-05	0.00022841	5.3944e-05	0.18312	8.4489e-06	5.2377e-06	1.7075e-05	1.4125e-05	1.4321e-05	
3.4496e-05	9.3986e-06	1.9139e-05	2.629e-05	0.00022779	5.2765e-05	0.1829	8.5535e-06	5.3936e-06	1.7408e-05	1.4296e-05	1.4255e-05	
3.3478e-05	9.3193e-06	1.8905e-05	2.6405e-05	0.00022722	5.1626e-05	0.18277	8.7085e-06	5.5673e-06	1.688e-05	1.3632e-05	1.4192e-05	
3.244e-05	9.2226e-06	1.8656e-05	2.6488e-05	0.00022662	5.0466e-05	0.1826	8.8475e-06	5.7303e-06	1.6336e-05	1.2939e-05	1.4119e-05	
3.1449e-05	9.1397e-06	1.8425e-05	2.6617e-05	0.00022607	4.9343e-05	0.18252	9.0034e-06	5.911e-06	1.5813e-05	1.2308e-05	1.4049e-05	
3.0501e-05	9.0701e-06	1.8212e-05	2.6707e-05	0.00022556	4.8256e-05	0.1824	9.1767e-06	6.1102e-06	1.5309e-05	1.1736e-05	1.3984e-05	
2.9596e-05	9.0134e-06	1.8015e-05	2.6842e-05	0.0002251	4.7203e-05	0.18236	9.3677e-06	6.329e-06	1.4825e-05	1.1216e-05	1.3922e-05	
2.8726e-05	8.9667e-06	1.7832e-05	2.7015e-05	0.00022468	4.6178e-05	0.1824	9.5738e-06	6.5655e-06	1.4355e-05	1.0738e-05	1.3862e-05	
2.784e-05	8.9037e-06	1.7635e-05	2.7157e-05	0.00022423	4.5135e-05	0.1824	9.7641e-06	6.791e-06	1.3872e-05	1.0237e-05	1.3792e-05	
2.6989e-05	8.8506e-06	1.7451e-05	2.7338e-05	0.00022382	4.412e-05	0.18247	9.9699e-06	7.0349e-06	1.3403e-05	9.7768e-06	1.3724e-05	
2.6175e-05	8.8099e-06	1.7284e-05	2.7565e-05	0.00022346	4.3137e-05	0.18263	1.0195e-05	7.3018e-06	1.2951e-05	9.3601e-06	1.366e-05	
2.5392e-05	8.7793e-06	1.7129e-05	2.7833e-05	0.00022313	4.218e-05	0.18285	1.0438e-05	7.5901e-06	1.2513e-05	8.9787e-06	1.3598e-05	
2.4596e-05	8.7325e-06	1.6961e-05	2.807e-05	0.00022278	4.1206e-05	0.18305	1.0664e-05	7.8662e-06	1.2061e-05	8.5764e-06	1.3525e-05	
2.3781e-05	8.6673e-06	1.6778e-05	2.827e-05	0.00022239	4.021e-05	0.18321	1.0871e-05	8.1275e-06	1.1593e-05	8.1478e-06	1.3441e-05	
2.3009e-05	8.6183e-06	1.6613e-05	2.768e-05	0.00022206	3.9251e-05	0.18422	1.1049e-05	8.4188e-06	1.1095e-05	7.7693e-06	1.3363e-05	
2.2277e-05	8.5855e-06	1.6468e-05	2.7157e-05	0.00022179	3.8328e-05	0.18538	1.1252e-05	8.7431e-06	1.0619e-05	7.4345e-06	1.3289e-05	
2.1522e-05	8.5311e-06	1.6304e-05	2.6585e-05	0.00022147	3.7378e-05	0.18647	1.1431e-05	9.0464e-06	1.0122e-05	7.0696e-06	1.3203e-05	
2.0811e-05	8.4989e-06	1.6165e-05	2.6086e-05	0.00022123	3.6468e-05	0.18773	1.1645e-05	9.3937e-06	9.6528e-06	6.7578e-06	1.3125e-05	
2.0075e-05	8.4435e-06	1.6005e-05	2.5671e-05	0.00022094	3.5529e-05	0.18921	1.1832e-05	9.7165e-06	9.1617e-06	6.4138e-06	1.3033e-05	
1.931e-05	8.3628e-06	1.5823e-05	2.5198e-05	0.0002206	3.4557e-05	0.19057	1.1991e-05	1.0013e-05	8.6464e-06	6.0328e-06	1.2927e-05	
1.9472e-05	8.2563e-06	1.5618e-05	2.4811e-05	0.00022021	3.3533e-05	0.19219	1.2122e-05	1.0283e-05	8.1056e-06	5.612e-06	1.2805e-05	
1.9658e-05	8.1735e-06	1.544e-05	2.4503e-05	0.00021989	3.2557e-05	0.19408	1.2287e-05	1.0597e-05	7.5945e-06	5.2496e-06	1.2692e-05	
1.9829e-05	8.0663e-06	1.524e-05	2.4132e-05	0.00021953	3.155e-05	0.19581	1.2426e-05	1.0886e-05	7.0601e-06	4.8519e-06	1.2565e-05	
1.9984e-05	7.9344e-06	1.5018e-05	2.3695e-05	0.00021912	3.051e-05	0.1974	1.2537e-05	1.115e-05	6.5017e-06	4.4168e-06	1.2424e-05	
2.0164e-05	7.8271e-06	1.4823e-05	2.334e-05	0.00021878	2.9521e-05	0.19926	1.2685e-05	1.146e-05	5.9737e-06	4.0412e-06	1.2292e-05	
2.0367e-05	7.7401e-06	1.4652e-05	2.3053e-05	0.00021851	2.8574e-05	0.20141	1.2866e-05	1.1815e-05	5.4705e-06	3.7116e-06	1.2167e-05	
2.1197e-05	8.0734e-06	1.4506e-05	2.2706e-05	0.00021831	2.6959e-05	0.20339	1.2853e-05	1.1975e-05	5.4111e-06	3.2072e-06	1.205e-05	
2.1992e-05	8.3743e-06	1.4336e-05	2.2295e-05	0.00021805	2.5293e-05	0.2052	1.2809e-05	1.211e-05	5.3347e-06	2.6528e-06	1.1917e-05	
2.2849e-05	8.7106e-06	1.4192e-05	2.1968e-05	0.00021787	2.3706e-05	0.20734	1.2803e-05	1.2284e-05	5.2695e-06	2.1723e-06	1.1794e-05	
2.3669e-05	9.0136e-06	1.4025e-05	2.1576e-05	0.00021763	2.2068e-05	0.20929	1.4007e-05	1.2432e-05	5.1667e-06	1.6439e-06	1.1655e-05	
2.442e-05	9.2834e-06	1.3832e-05	2.0245e-05	0.00021734	2.2078e-05	0.21281	1.5138e-05	1.2553e-05	5.0464e-06	1.6169e-06	1.1499e-05	
2.514e-05	9.5234e-06	1.3586e-05	1.8796e-05	0.00021539	2.2067e-05	0.21603	1.6205e-05	1.2651e-05	4.9096e-06	1.5717e-06	1.1637e-05	
2.583e-05	1.1724e-05	1.3368e-05	1.7228e-05	0.00021354	2.2036e-05	0.21898	1.7212e-05	1.2717e-05	4.7565e-06	1.5078e-06	1.1783e-05	
2.6557e-05	1.4051e-05	1.3166e-05	1.5772e-05	0.00021174	2.2017e-05	0.22224	1.8289e-05	1.2807e-05	4.6091e-06	1.4524e-06	1.1933e-05	
2.7317e-05	1.6495e-05	1.2977e-05	1.4404e-05	0.00021001	2.2007e-05	0.22582	1.9431e-05	1.2918e-05	4.4654e-06	1.4028e-06	1.2086e-05	
2.811e-05	1.9052e-05	1.28e-05	1.3113e-05	0.00020832	2.2006e-05	0.22972	2.0636e-05	1.305e-05	4.3245e-06	1.358e-06	1.2241e-05	
2.8887e-05	2.156e-05	1.2609e-05	1.178e-05	0.00020661	2.1992e-05	0.2335	2.181e-05	1.3169e-05	4.1728e-06	1.3018e-06	1.2386e-05	
2.9651e-05	2.402e-05	1.2406e-05	1.0404e-05	0.00020487	2.1966e-05	0.23717	2.2954e-05	1.3277e-05	4.0105e-06	1.2342e-06	1.252e-05	
3.0401e-05	2.6437e-05	1.219e-05	1.0566e-05	0.0002031	2.1927e-05	0.2403	2.407e-05	1.3375e-05	3.8378e-06	1.1556e-06	1.2645e-05	
3.1139e-05	2.8813e-05	1.1963e-05	1.0705e-05	0.0002013	2.1877e-05	0.24334	2.516e-05	1.3463e-05	3.6548e-06	1.0662e-06	1.276e-05	
3.1912e-05	3.1312e-05	1.1749e-05	1.0867e-05	0.00019956	2.1837e-05	0.24669	2.6318e-05	1.3572e-05	3.4755e-06	9.8263e-07	1.2878e-05	
3.2671e-05	3.3765e-05	1.1522e-05	1.1005e-05	0.00019779	2.1784e-05	0.24993	2.7446e-05	1.367e-05	3.2856e-06	8.8785e-07	1.2986e-05	
3.3461e-05	3.6329e-05	1.1305e-05	1.1163e-05	0.00019606	2.1739e-05	0.25346	2.8637e-05	1.3788e-05	3.098e-06	7.9691e-07	1.3096e-05	
3.4283e-05	3.9009e-05	1.1098e-05	1.1341e-05	0.00019439	2.1702e-05	0.25727	2.9892e-05	1.3925e-05	2.9123e-06	7.0927e-07	1.3207e-05	
3.5139e-05	4.1813e-05	1.0901e-05	1.154e-05	0.00019276	2.1673e-05	0.26141	3.1217e-05	1.4082e-05	2.7284e-06	6.2444e-07	1.3321e-05	
3.598e-05	4.4564e-05	1.0692e-05	1.1714e-05	0.0001911	2.1631e-05	0.26543	3.2508e-05	1.4228e-05	2.534e-06	5.2884e-07	1.3425e-05	
3.6806e-05	4.7263e-05	1.047e-05	1.1863e-05	0.00018941	2.1576e-05	0.26934	3.3766e-05	1.4362e-05	2.3291e-06	4.2232e-07	1.3518e-05	
3.7666e-05	5.0091e-05	1.0258e-05	1.1983e-05	0.00018777	2.153e-05	0.27311	3.5096e-05	1.4517e-05	2.1262e-06	3.187e-07	1.3614e-05	
3.851e-05	5.286e-05	1.0033e-05	1.2078e-05	0.0001861	2.1471e-05	0.27676	3.639e-05	1.4659e-05	1.9125e-06	2.0399e-07	1.3699e-05	
3.9337e-05	5.5566e-05	9.7944e-06	1.2145e-05	0.00018439	2.1398e-05	0.28028	3.7644e-05	1.4787e-05	1.6876e-06	7.7677e-08	1.3773e-05	
4.0143e-05	5.8195e-05	9.5401e-06	1.2247e-05	0.00018265	2.1309e-05	0.28424	3.885e-05	1.4899e-05	1.4501e-06	7.2118e-08	1.3834e-05	
4.0996e-05	6.1003e-05	9.3022e-06	1.2385e-05	0.00018098	2.1235e-05	0.28869	4.0157e-05	1.5042e-05	1.2182e-06	6.2794e-08	1.3902e-05	
4.0899e-05	6.4019e-05	9.0813e-06	1.2563e-05	0.00017937	2.1179e-05	0.29375	4.1583e-05	1.5219e-05	9.9194e-07	4.9791e-08	1.3977e-05	
4.0785e-05	6.6924e-05	8.8802e-06	1.2702e-05	0.00017784	2.1105e-05	0.2985	4.2942e-05	1.5374e-05	7.5226e-07	2.7523e-08	1.4059e-05	
4.0655e-05	6.9729e-05	8.6621e-06	1.2804e-05	0.00017626	2.1014e-05	0.30297	4.4154e-05	1.5509e-05	7.8033e-07	4.3186e-08	1.4128e-05	
4.0507e-05	7.2422e-05	8.4255e-06	1.2954e-05	0.00017464	2.0904e-05	0.30813	4.5299e-05	1.5622e-05	7.9791e-07	1.6866e-07	1.4182e-05	
4.034e-05	7.5008e-05	8.1701e-06	1.2973e-05	0.00017296	2.0775e-05	0.33577	4.6382e-05	1.5713e-05	8.0511e-07	2.7937e-07	1.4222e-05	
4.0199e-05	7.7777e-05	7.9301e-06	1.3029e-05	0.00017135	2.0661e-05	0.36668	4.7564e-05	1.5835e-05	8.1006e-07	3.9698e-07	1.4269e-05	
4.0041e-05	8.0437e-05	7.6717e-06	1.3046e-05	0.00016969	2.0528e-05	0.39578	4.8683e-05	1.5934e-05	8.0466e-07	4.9951e-07	1.4301e-05	
3.9865e-05	8.3e-05	7.3957e-06	1.3024e-05	0.00016799	2.0377e-05	0.42335	4.9744e-05	1.6014e-05	7.8917e-07	5.8802e-07	1.4319e-05	
3.9671e-05	8.5464e-05	7.1012e-06	1.3045e-05	0.00016624	2.0208e-05	0.45449	5.0748e-05	1.6073e-05	7.6344e-07	6.6235e-07	1.4324e-05	
3.9507e-05	8.8119e-05	6.8243e-06	1.3106e-05	0.00016456	2.0055e-05	0.48963	5.1855e-05	1.6165e-05	7.3583e-07	7.4405e-07	1.4336e-05	
3.9377e-05	9.1027e-05	6.5688e-06	1.312e-05	0.00016296	1.9922e-05	0.5223	5.3099e-05	1.63e-05	7.0741e-07	8.3781e-07	1.4358e-05	
3.9278e-05	9.4187e-05	6.2923e-06	1.3082e-05	0.00016131	1.9807e-05	0.55225	5.3817e-05	1.6476e-05	8.0211e-07	8.855e-07	1.4365e-05	
3.9219e-05	9.7664e-05	6.0375e-06	1.2429e-05	0.00015977	1.9713e-05	0.60158	5.465e-05	1.6224e-05	8.986e-07	9.4454e-07	1.4383e-05	
3.8363e-05	0.00010143	5.8033e-06	1.1702e-05	0.0001583	1.9641e-05	0.64675	5.559e-05	1.6016e-05	9.96e-07	1.0136e-06	1.4411e-05	
3.7559e-05	0.00010547	5.5824e-06	1.0912e-05	0.0001569	1.9582e-05	0.68901	5.6628e-05	1.5844e-05	1.0936e-06	1.0915e-06	1.4446e-05	
3.6734e-05	0.00010941	5.3479e-06	1.008e-05	0.00015547	1.9509e-05	0.72969	5.7623e-05	1.5656e-05	1.1811e-06	1.1565e-06	1.447e-05	
3.5947e-05	0.00011357	5.1217e-06	9.2996e-06	0.00015408	1.9445e-05	0.77404	5.8695e-05	1.5494e-05	1.2671e-06	1.227e-06	1.4497e-05	
3.5196e-05	0.00011794	4.903e-06	8.6376e-06	0.00015273	1.9389e-05	0.78425	5.9844e-05	1.5356e-05	1.3516e-06	1.303e-06	1.4527e-05	
3.4476e-05	0.00012254	4.6905e-06	8.0112e-06	0.00015142	1.9341e-05	0.79534	6.1069e-05	1.524e-05	1.4342e-06	1.3844e-06	1.456e-05	
3.3741e-05	0.00012705	4.4667e-06	7.3554e-06	0.00015009	1.928e-05	0.80611	6.2259e-05	1.5111e-05	1.5074e-06	1.454e-06	1.4583e-05	
3.2993e-05	0.00013148	4.2317e-06	6.6705e-06	0.00014873	1.9207e-05	0.81659	6.3415e-05	1.4971e-05	1.5713e-06	1.5121e-06	1.4595e-05	
3.223e-05	0.00013583	3.9854e-06	5.9563e-06	0.00014734	1.9122e-05	0.82679	6.4537e-05	1.4819e-05	1.6259e-06	1.5587e-06	1.4597e-05	
3.1503e-05	0.00014043	3.7466e-06	5.2822e-06	0.000146	1.9046e-05	0.83794	6.5744e-05	1.4691e-05	1.6792e-06	1.6119e-06	1.4603e-05	
3.0761e-05	0.00014494	3.4966e-06	4.5794e-06	0.00014463	1.8958e-05	0.84879	6.6916e-05	1.4551e-05	1.7231e-06	1.6535e-06	1.4598e-05	
3.0053e-05	0.0001497	3.2539e-06	3.9148e-06	0.00014331	1.8878e-05	0.86067	6.8176e-05	1.4435e-05	1.7659e-06	1.7021e-06	1.4596e-05	
2.9333e-05	0.00015439	3.0004e-06	3.2232e-06	0.00014196	1.8787e-05	0.87224	6.9403e-05	1.4308e-05	1.7995e-06	1.7393e-06	1.4585e-05	
2.8588e-05	0.00015935	2.7543e-06	2.5011e-06	0.00014066	1.8676e-05	0.88347	6.8817e-05	1.4205e-05	1.8455e-06	1.7845e-06	1.4578e-05	
2.7827e-05	0.00016421	3.0183e-06	1.7482e-06	0.00013933	1.8553e-05	0.89435	6.8201e-05	1.409e-05	1.8818e-06	1.8175e-06	1.456e-05	
2.7051e-05	0.00016898	3.2706e-06	9.6405e-07	0.00013797	1.8417e-05	0.90491	6.7554e-05	1.3963e-05	1.9085e-06	1.8382e-06	1.4531e-05	
2.626e-05	0.00017367	3.5119e-06	8.9684e-07	0.00013658	1.8268e-05	0.91389	6.6878e-05	1.3823e-05	1.9258e-06	1.8473e-06	1.4492e-05	
2.5454e-05	0.00017826	3.7416e-06	8.1179e-07	0.00013517	1.8107e-05	0.9226	6.617e-05	1.3671e-05	1.9334e-06	1.8441e-06	1.4442e-05	
2.468e-05	0.00018309	3.9772e-06	7.0796e-07	0.0001338	1.7953e-05	0.93102	6.5523e-05	1.354e-05	1.9396e-06	1.847e-06	1.4395e-05	
2.3942e-05	0.00018821	4.2211e-06	6.0312e-07	0.00013247	1.7809e-05	0.94027	6.4943e-05	1.3434e-05	1.9451e-06	1.8578e-06	1.4352e-05	
2.3189e-05	0.00019322	4.4528e-06	7.5079e-07	0.00013111	1.7652e-05	0.94782	6.4331e-05	1.3314e-05	1.9408e-06	1.856e-06	1.4298e-05	
2.248e-05	0.00019813	4.673e-06	8.8049e-07	0.00012973	1.7512e-05	0.95517	6.3689e-05	1.3182e-05	1.9269e-06	1.8421e-06	1.4233e-05	
2.1801e-05	0.00020331	4.9001e-06	1.0096e-06	0.00012839	1.738e-05	0.96316	6.3107e-05	1.3072e-05	1.9117e-06	1.8347e-06	1.4172e-05	
2.1105e-05	0.00020837	5.1146e-06	1.1197e-06	0.00012701	1.7234e-05	0.97088	6.2491e-05	1.2947e-05	1.8865e-06	1.8144e-06	1.4099e-05	
2.0442e-05	0.00021372	5.3373e-06	1.2517e-06	0.00012568	1.7097e-05	0.97273	6.1938e-05	1.2845e-05	1.8604e-06	1.8014e-06	1.403e-05	
1.9759e-05	0.00021893	5.546e-06	1.363e-06	0.00012431	1.6945e-05	0.9745	6.1346e-05	1.2728e-05	1.8239e-06	1.7743e-06	1.3949e-05	
1.9117e-05	0.00022452	5.7676e-06	1.4806e-06	0.00012301	1.6806e-05	0.97651	6.0835e-05	1.264e-05	1.7882e-06	1.7587e-06	1.3875e-05	
1.852e-05	0.00022558	6.0069e-06	1.5696e-06	0.00012176	1.6684e-05	0.97834	6.0419e-05	1.2592e-05	1.7551e-06	1.758e-06	1.381e-05	
1.7961e-05	0.00022681	6.2627e-06	1.6707e-06	0.00012058	1.6578e-05	0.98049	5.9929e-05	1.2575e-05	1.7067e-06	1.7713e-06	1.3754e-05	
1.7379e-05	0.00022794	6.4992e-06	1.7465e-06	0.00011935	1.6452e-05	0.98249	5.9382e-05	1.2536e-05	1.646e-06	1.7666e-06	1.3682e-05	
1.6835e-05	0.00022925	6.7534e-06	1.7943e-06	0.00011818	1.6342e-05	0.98434	5.8925e-05	1.2529e-05	1.5872e-06	1.7808e-06	1.3619e-05	
1.6263e-05	0.00023043	7.0335e-06	1.9533e-06	0.00011709	1.621e-05	0.98513	5.8558e-05	1.2498e-05	1.5309e-06	1.7662e-06	1.3566e-05	
1.6427e-05	0.00023147	7.2906e-06	2.0805e-06	0.00011594	1.6036e-05	0.98586	5.8285e-05	1.2445e-05	1.4777e-06	1.7248e-06	1.3497e-05	
1.6612e-05	0.00023268	7.5673e-06	2.1773e-06	0.00011484	1.5878e-05	0.98652	5.8093e-05	1.2425e-05	1.426e-06	1.6974e-06	1.3436e-05	
1.6822e-05	0.0002341	7.8686e-06	2.3517e-06	0.00011382	1.5738e-05	0.98673	5.7994e-05	1.2442e-05	1.3767e-06	1.6865e-06	1.3386e-05	
1.7014e-05	0.0002354	8.1464e-06	2.3992e-06	0.00011274	1.5577e-05	0.98758	5.7655e-05	1.2433e-05	1.5647e-06	1.6556e-06	1.332e-05	
1.7183e-05	0.00023576	8.4465e-06	2.4176e-06	0.00011173	1.5389e-05	0.98837	5.7415e-05	1.2857e-05	1.7618e-06	1.6782e-06	1.3261e-05	
1.7379e-05	0.00023633	8.7734e-06	2.4074e-06	0.00011077	1.522e-05	0.9891	5.5859e-05	1.2852e-05	2.0149e-06	1.512e-06	1.3213e-05	
1.7597e-05	0.00023708	9.1243e-06	2.4093e-06	0.00010987	1.5066e-05	0.98995	5.0775e-05	1.2879e-05	2.2882e-06	1.3667e-06	1.3174e-05	
1.7797e-05	0.00023772	9.3887e-06	2.384e-06	0.00010905	1.4892e-05	0.99073	4.5442e-05	1.2883e-05	2.5447e-06	1.1996e-06	1.3149e-05	
1.8021e-05	0.00023853	9.675e-06	2.3706e-06	0.00010828	1.4734e-05	0.99164	4.0559e-05	1.292e-05	2.812e-06	1.0518e-06	1.3132e-05	
1.8226e-05	0.00023922	9.9372e-06	2.3283e-06	0.00010747	1.4554e-05	0.99247	3.5408e-05	1.2932e-05	3.0611e-06	8.8132e-07	1.3099e-05	
1.8455e-05	0.00024009	1.0222e-05	2.2977e-06	0.0001067	1.439e-05	0.99343	3.069e-05	1.2976e-05	3.3213e-06	7.2905e-07	1.3074e-05	
1.8636e-05	0.00024095	1.0539e-05	2.2381e-06	0.000106	1.5242e-05	0.99432	2.571e-05	1.3017e-05	3.563e-06	5.5292e-07	1.3059e-05	
1.8795e-05	0.0002418	1.0829e-05	2.195e-06	0.00010524	1.6052e-05	0.99536	2.3892e-05	1.3054e-05	3.6548e-06	5.1487e-07	1.3027e-05	
1.9556e-05	0.0002454	1.2067e-05	2.8112e-06	0.0001024	1.9483e-05	0.99711	1.7428e-05	1.3221e-05	4.0282e-06	3.6153e-07	1.29e-05	
1.9753e-05	0.00024639	1.2341e-05	3.0693e-06	0.00010163	2.0349e-05	0.99713	1.5884e-05	1.3275e-05	4.1113e-06	3.1148e-07	1.2841e-05	
1.9978e-05	0.00024758	1.2644e-05	3.3591e-06	0.00010092	2.126e-05	0.99717	1.4488e-05	1.3368e-05	4.2037e-06	2.6626e-07	1.2792e-05	
2.0232e-05	0.00024902	1.2435e-05	3.7315e-06	0.00010026	2.2218e-05	0.99707	1.3227e-05	1.3501e-05	4.306e-06	2.249e-07	1.2754e-05	
2.0466e-05	0.00025033	1.2201e-05	4.062e-06	9.9556e-05	2.3141e-05	0.99697	1.1887e-05	1.3608e-05	4.3919e-06	1.7039e-07	1.2699e-05	
2.073e-05	0.00025186	1.1993e-05	4.3459e-06	9.8909e-05	2.4112e-05	0.99685	1.0674e-05	1.3756e-05	4.4877e-06	1.1918e-07	1.2654e-05	
2.1024e-05	0.00025362	1.1812e-05	4.6683e-06	9.8315e-05	2.5135e-05	0.99676	9.5766e-06	1.3948e-05	4.5937e-06	7.0137e-08	1.2619e-05	
2.1298e-05	0.00025525	1.1606e-05	4.9486e-06	9.7677e-05	2.612e-05	0.99665	9.1591e-06	1.4124e-05	4.5324e-06	7.7341e-08	1.2568e-05	
2.1602e-05	0.00025711	1.1426e-05	5.268e-06	9.709e-05	2.7162e-05	0.99658	8.7878e-06	1.4344e-05	4.4803e-06	8.2047e-08	1.2526e-05	
2.1394e-05	0.00025919	1.1264e-05	5.6294e-06	9.6546e-05	2.8258e-05	0.99653	8.4516e-06	1.4605e-05	4.4347e-06	8.3592e-08	1.2491e-05	
2.1172e-05	0.00026116	1.1085e-05	5.9571e-06	9.597e-05	2.9325e-05	0.99647	8.0902e-06	1.4844e-05	4.3759e-06	7.5875e-08	1.2443e-05	
2.0971e-05	0.00026332	1.0922e-05	6.3151e-06	9.543e-05	3.0432e-05	0.99644	7.7579e-06	1.512e-05	4.3221e-06	6.4504e-08	1.2401e-05	
