Scyliorhinus_canicula	Latimeria_chalumnae	Hemiscyllium_ocellatum	Carcharodon_carcharias	Amblyraja_radiata	
1.4341e-06	2.2212e-09	1.4605e-06	8.013e-08	0.98371	
1.4621e-06	2.1372e-09	1.447e-06	8.9288e-08	0.98359	
1.5169e-06	2.2781e-09	1.4485e-06	1.0067e-07	0.98375	
1.5555e-06	1.8983e-09	1.4412e-06	1.0865e-07	0.98381	
1.5789e-06	2.2104e-09	1.4254e-06	1.1335e-07	0.98375	
1.6317e-06	1.5598e-09	1.4261e-06	1.2059e-07	0.98328	
1.7165e-06	1.3035e-09	1.4424e-06	1.3046e-07	0.98204	
1.7824e-06	1.4857e-09	1.4484e-06	1.3671e-07	0.98192	
1.8847e-06	1.8395e-09	1.4701e-06	1.4585e-07	0.98212	
2.0314e-06	2.4437e-09	1.5087e-06	1.5821e-07	0.98274	
2.9808e-06	4.2383e-09	1.5336e-06	1.6455e-07	0.98315	
3.833e-06	5.3261e-09	1.5498e-06	1.6733e-07	0.98342	
4.5981e-06	5.7577e-09	1.5575e-06	1.666e-07	0.98359	
4.8163e-06	6.8113e-09	1.5814e-06	1.6939e-07	0.9833	
5.0026e-06	7.1719e-09	1.5967e-06	1.6866e-07	0.98288	
5.159e-06	6.8559e-09	1.6034e-06	1.6441e-07	0.98232	
5.2887e-06	5.6305e-09	1.6019e-06	1.5672e-07	0.98157	
5.4849e-06	5.0554e-09	1.6163e-06	1.5202e-07	0.98128	
5.6508e-06	3.8463e-09	1.6225e-06	1.439e-07	0.98086	
5.7846e-06	3.7006e-09	1.6179e-06	1.3203e-07	0.98118	
5.8882e-06	2.8787e-09	1.6036e-06	1.1636e-07	0.98395	
6.0567e-06	2.4711e-09	1.6056e-06	1.0378e-07	0.98499	
6.1917e-06	2.8234e-09	1.597e-06	8.7468e-08	0.9857	
6.2778e-06	2.1173e-09	1.6226e-06	6.5053e-08	0.98755	
6.4282e-06	1.7341e-09	1.6664e-06	4.5961e-08	0.98823	
6.5255e-06	2.0213e-09	1.6957e-06	5.0699e-08	0.98871	
6.5946e-06	1.8169e-09	1.7157e-06	5.266e-08	0.98905	
6.7306e-06	1.8734e-09	1.755e-06	5.5744e-08	0.98991	
6.9678e-06	1.2287e-09	1.7426e-06	6.117e-08	0.99042	
7.1679e-06	1.1763e-09	1.7207e-06	6.3709e-08	0.99077	
7.4574e-06	1.226e-09	1.7159e-06	6.7514e-08	0.99157	
7.7022e-06	1.7673e-09	1.7001e-06	6.8285e-08	0.99212	
7.9063e-06	1.7853e-09	1.6744e-06	6.6061e-08	0.99256	
8.2079e-06	2.0244e-09	1.6666e-06	6.5246e-08	0.99356	
8.2115e-06	2.568e-09	1.679e-06	6.6693e-08	0.99392	
8.1839e-06	2.5642e-09	1.682e-06	6.5168e-08	0.99418	
8.1248e-06	2.0126e-09	1.6756e-06	6.0659e-08	0.99435	
7.8458e-06	2.0563e-09	1.6238e-06	6.4334e-08	0.99439	
7.5222e-06	1.4727e-09	1.5615e-06	6.5121e-08	0.99436	
7.2999e-06	1.144e-09	1.52e-06	6.731e-08	0.99406	
7.0351e-06	1.2496e-09	1.4668e-06	6.6479e-08	0.9936	
6.8548e-06	1.476e-09	1.4316e-06	6.6911e-08	0.99342	
6.6368e-06	1.225e-09	1.3866e-06	6.4364e-08	0.99316	
6.3599e-06	1.3407e-09	1.4179e-06	5.7851e-08	0.99264	
6.04e-06	2.1154e-09	1.4402e-06	4.8361e-08	0.99194	
5.5027e-06	3.837e-09	1.4307e-06	5.3034e-08	0.99185	
4.9159e-06	4.7981e-09	1.4117e-06	5.4695e-08	0.9917	
4.4774e-06	6.4532e-09	1.4079e-06	5.737e-08	0.99177	
3.9779e-06	7.3288e-09	1.3952e-06	5.7158e-08	0.99177	
3.6385e-06	7.4027e-09	1.3551e-06	5.9234e-08	0.99167	
3.4087e-06	6.3191e-09	1.2618e-06	6.3497e-08	0.99139	
3.2453e-06	5.9016e-09	1.1914e-06	6.9111e-08	0.99136	
3.3778e-06	4.7152e-09	1.1055e-06	7.0373e-08	0.99128	
3.5692e-06	4.113e-09	1.0406e-06	7.3005e-08	0.99141	
3.73e-06	2.8412e-09	9.649e-07	7.2603e-08	0.99146	
4.7805e-06	2.6154e-09	8.7151e-07	6.7596e-08	0.99141	
5.1417e-06	2.909e-09	8.0578e-07	6.5359e-08	0.99109	
5.4544e-06	2.574e-09	7.2881e-07	6.0099e-08	0.99063	
5.7162e-06	3.0725e-09	7.3933e-07	5.1381e-08	0.98991	
5.733e-06	2.542e-09	7.6736e-07	4.5719e-08	0.98832	
5.6086e-06	2.656e-09	8.5148e-07	4.8875e-08	0.98528	
5.4501e-06	2.0551e-09	9.1508e-07	4.9029e-08	0.98473	
5.3568e-06	1.9091e-09	1.0007e-06	5.0166e-08	0.98338	
5.3205e-06	2.0025e-09	1.1167e-06	5.2339e-08	0.98279	
5.2612e-06	1.5486e-09	1.218e-06	5.159e-08	0.98198	
5.2532e-06	1.2809e-09	1.3485e-06	5.1739e-08	0.98165	
5.2957e-06	1.2449e-09	1.5152e-06	5.279e-08	0.98167	
5.3137e-06	1.7421e-09	1.6639e-06	5.1081e-08	0.98155	
5.3076e-06	1.6459e-09	1.7963e-06	4.6609e-08	0.98131	
5.3548e-06	1.7422e-09	1.9685e-06	4.313e-08	0.98141	
5.376e-06	2.5873e-09	2.1207e-06	3.6851e-08	0.98137	
5.3716e-06	2.867e-09	2.255e-06	2.774e-08	0.98121	
5.3414e-06	2.5936e-09	2.3728e-06	1.5732e-08	0.98092	
5.2426e-06	3.065e-09	2.4551e-06	1.5478e-08	0.98035	
4.9438e-06	4.3852e-09	2.4646e-06	1.8891e-08	0.97914	
4.7296e-06	6.526e-09	2.4949e-06	2.2297e-08	0.97866	
4.5862e-06	6.9891e-09	2.5494e-06	2.5917e-08	0.97867	
4.4134e-06	6.764e-09	2.5923e-06	2.7049e-08	0.97856	
4.2115e-06	5.8847e-09	2.6247e-06	2.5763e-08	0.97832	
3.9783e-06	6.4252e-09	2.6465e-06	2.2052e-08	0.97794	
3.8109e-06	7.6064e-09	2.6893e-06	1.8385e-08	0.9779	
3.6142e-06	8.0597e-09	2.7209e-06	1.228e-08	0.97775	
3.3616e-06	7.8307e-09	2.7404e-06	1.705e-08	0.97747	
3.0712e-06	6.7561e-09	2.7482e-06	1.9427e-08	0.97703	
2.8598e-06	6.3909e-09	2.7781e-06	2.1772e-08	0.97699	
2.7108e-06	4.6923e-09	2.8348e-06	2.4224e-08	0.97657	
2.6116e-06	3.7202e-09	2.9192e-06	2.6863e-08	0.97654	
2.4903e-06	3.9208e-09	2.9901e-06	2.7036e-08	0.97638	
2.4189e-06	4.965e-09	2.9773e-06	2.7804e-08	0.97579	
2.3276e-06	5.2581e-09	2.9524e-06	2.6017e-08	0.97496	
2.1989e-06	4.9221e-09	2.9139e-06	4.305e-08	0.97384	
2.1166e-06	5.335e-09	2.7271e-06	6.3206e-08	0.97346	
2.0713e-06	4.2764e-09	2.5858e-06	8.7117e-08	0.97352	
2.0592e-06	3.9311e-09	2.481e-06	1.1581e-07	0.97403	
2.0792e-06	4.0919e-09	2.4068e-06	1.5053e-07	0.974	
2.0823e-06	5.0877e-09	2.3163e-06	1.8041e-07	0.97468	
2.1443e-06	6.9761e-09	2.2679e-06	1.8086e-07	0.97633	
3.8007e-06	9.3411e-09	1.999e-06	3.122e-07	0.98169	
3.7954e-06	1.0602e-08	1.9623e-06	4.039e-07	0.98479	
3.8355e-06	1.0129e-08	1.9466e-06	5.1648e-07	0.98613	
4.8618e-06	5.9319e-09	9.2079e-07	2.3052e-06	0.99652	
4.997e-06	4.9248e-09	8.569e-07	2.3157e-06	0.99683	
5.2207e-06	4.535e-09	8.1133e-07	2.2178e-06	0.99753	
5.5382e-06	4.7079e-09	7.8044e-07	2.1436e-06	0.99778	
5.8113e-06	4.2447e-09	7.4155e-07	2.058e-06	0.99797	
5.9967e-06	4.3387e-09	7.2568e-07	1.9366e-06	0.99845	
6.1441e-06	5.6767e-09	6.9851e-07	1.7982e-06	0.99878	
6.0751e-06	5.6716e-09	6.891e-07	1.7056e-06	0.99892	
6.0647e-06	6.3393e-09	6.9039e-07	1.6344e-06	0.99894	
6.3235e-06	1.1081e-08	7.3613e-07	1.23e-06	0.99848	
6.3259e-06	1.2852e-08	7.3031e-07	1.1588e-06	0.99837	
6.3083e-06	1.3926e-08	7.1912e-07	1.0802e-06	0.99824	
6.3368e-06	1.5909e-08	7.1645e-07	1.0159e-06	0.99821	
6.3457e-06	2.1785e-08	7.0837e-07	9.4463e-07	0.99815	
6.3354e-06	2.6566e-08	6.9504e-07	8.6635e-07	0.99806	
6.3676e-06	2.6986e-08	6.8947e-07	8.0072e-07	0.99807	
6.4427e-06	2.7133e-08	6.9131e-07	7.4592e-07	0.99807	
6.5664e-06	2.7006e-08	7.0107e-07	7.0101e-07	0.99809	
6.6704e-06	2.6607e-08	7.059e-07	6.5089e-07	0.99811	
6.828e-06	2.2024e-08	7.1909e-07	6.1e-07	0.99822	
6.9638e-06	2.1072e-08	7.2709e-07	5.6401e-07	0.9983	
7.1614e-06	2.1317e-08	6.5568e-07	5.27e-07	0.99823	
7.3314e-06	2.0737e-08	6.9318e-07	4.8427e-07	0.99812	
7.5661e-06	2.1168e-08	7.4204e-07	4.4923e-07	0.99811	
7.4651e-06	2.2656e-08	8.0381e-07	4.2129e-07	0.99818	
7.3422e-06	2.3298e-08	8.5827e-07	3.8892e-07	0.99823	
7.1965e-06	2.3118e-08	9.0566e-07	3.5197e-07	0.99826	
7.0259e-06	2.1708e-08	9.4599e-07	3.1014e-07	0.99826	
6.8296e-06	2.2818e-08	9.7911e-07	2.6335e-07	0.99821	
6.6954e-06	2.535e-08	1.0253e-06	2.2406e-07	0.99824	
6.6286e-06	2.6025e-08	1.034e-06	1.9357e-07	0.99822	
6.6069e-06	2.7975e-08	1.0529e-06	1.6746e-07	0.99828	
6.5654e-06	2.8979e-08	1.0657e-06	1.3759e-07	0.99832	
6.5041e-06	2.9077e-08	1.0725e-06	1.0384e-07	0.99834	
6.4897e-06	2.696e-08	1.0913e-06	7.4575e-08	0.99827	
6.4371e-06	2.3811e-08	1.1029e-06	8.1261e-08	0.99818	
6.2475e-06	2.3232e-08	1.0805e-06	1.1757e-07	0.99795	
6.1092e-06	2.3651e-08	1.0677e-06	1.588e-07	0.99784	
5.9513e-06	2.3311e-08	1.0495e-06	1.9604e-07	0.99771	
5.7743e-06	2.2256e-08	1.026e-06	2.2957e-07	0.99755	
5.645e-06	2.2154e-08	1.0118e-06	2.6815e-07	0.99749	
5.4962e-06	2.1297e-08	9.9213e-07	3.0261e-07	0.99741	
5.3258e-06	1.9624e-08	9.6658e-07	3.329e-07	0.9973	
5.2093e-06	1.9123e-08	9.5183e-07	3.6958e-07	0.99683	
5.0679e-06	1.7694e-08	9.3035e-07	4.0123e-07	0.99628	
4.9851e-06	1.7989e-08	9.2165e-07	4.4148e-07	0.99493	
5.2728e-06	1.7095e-08	8.9953e-07	4.6878e-07	0.99476	
5.6687e-06	1.4442e-08	8.9057e-07	5.0468e-07	0.99438	
6.2125e-06	1.3483e-08	8.2381e-07	5.5167e-07	0.99431	
6.9312e-06	1.349e-08	7.7284e-07	6.0989e-07	0.9944	
7.5698e-06	1.2653e-08	7.1338e-07	6.6094e-07	0.99443	
8.1357e-06	1.0935e-08	6.4492e-07	7.0512e-07	0.99441	
8.8865e-06	1.0202e-08	5.9186e-07	7.6093e-07	0.99459	
9.5567e-06	8.6475e-09	5.307e-07	8.0971e-07	0.99472	
1.0153e-05	8.9426e-09	4.6081e-07	8.5167e-07	0.99478	
1.0948e-05	1.0065e-08	4.0587e-07	9.0581e-07	0.9946	
1.1657e-05	1.033e-08	3.4275e-07	9.5267e-07	0.99496	
1.2287e-05	9.8172e-09	2.712e-07	9.9254e-07	0.99525	
1.3129e-05	1.0092e-08	2.1389e-07	1.045e-06	0.99589	
1.3873e-05	9.585e-09	1.4856e-07	1.0897e-06	0.99638	
1.4524e-05	8.2618e-09	1.4587e-07	1.1261e-06	0.99674	
1.5414e-05	7.851e-09	1.4703e-07	1.1765e-06	0.99683	
1.619e-05	6.3946e-09	1.4131e-07	1.2177e-06	0.9976	
1.6875e-05	6.3944e-09	1.3123e-07	1.2514e-06	0.99813	
1.7817e-05	5.1266e-09	1.2556e-07	1.2996e-06	0.99838	
1.9097e-05	4.5872e-09	1.2348e-07	1.3643e-06	0.99845	
2.0235e-05	5.1545e-09	1.1728e-07	1.4201e-06	0.99848	
2.1782e-05	4.5992e-09	1.1494e-07	1.4942e-06	0.99841	
2.518e-05	3.0303e-09	1.2589e-07	1.5051e-06	0.99827	
2.8219e-05	2.348e-09	1.3232e-07	1.5086e-06	0.9983	
3.0941e-05	2.534e-09	1.3484e-07	1.5047e-06	0.9983	
3.46e-05	3.1797e-09	1.4109e-07	1.5142e-06	0.99841	
3.9518e-05	4.3974e-09	1.5152e-07	1.5373e-06	0.99839	
4.3927e-05	4.9736e-09	1.5786e-07	1.553e-06	0.99835	
4.547e-05	4.1617e-09	1.6969e-07	1.5878e-06	0.99842	
4.5883e-05	4.012e-09	1.8703e-07	1.6409e-06	0.99863	
4.6214e-05	4.9449e-09	1.9913e-07	1.6847e-06	0.99878	
4.6742e-05	4.5918e-09	2.1685e-07	1.7451e-06	0.99881	
4.7208e-05	5.4918e-09	2.2932e-07	1.7949e-06	0.99881	
4.7593e-05	5.7432e-09	2.3717e-07	1.8359e-06	0.99878	
4.7897e-05	5.3217e-09	2.4028e-07	1.8681e-06	0.99873	
4.8397e-05	5.7632e-09	2.4883e-07	1.9163e-06	0.99855	
4.9143e-05	6.9452e-09	2.6352e-07	1.9835e-06	0.99805	
4.9792e-05	7.042e-09	2.7158e-07	2.0372e-06	0.99799	
5.0346e-05	8.7124e-09	2.7445e-07	2.0815e-06	0.99788	
5.0815e-05	9.6041e-09	2.7269e-07	2.1172e-06	0.99773	
5.12e-05	9.7135e-09	2.661e-07	2.144e-06	0.99751	
5.1495e-05	8.9897e-09	3.2599e-07	2.1605e-06	0.99721	
5.172e-05	7.1928e-09	3.7831e-07	2.1689e-06	0.9968	
5.1239e-05	6.2802e-09	4.459e-07	2.1961e-06	0.99664	
5.0668e-05	4.6133e-09	5.0481e-07	2.2145e-06	0.99641	
5.0298e-05	3.607e-09	5.7975e-07	2.2487e-06	0.99635	
4.9846e-05	1.9096e-09	6.451e-07	2.2738e-06	0.99624	
4.931e-05	1.3152e-09	7.0149e-07	2.2904e-06	0.99606	
4.865e-05	1.2513e-09	7.4594e-07	2.2969e-06	0.99577	
4.8213e-05	1.4648e-09	8.0629e-07	2.3196e-06	0.99505	
4.7684e-05	2.3995e-09	8.5696e-07	2.333e-06	0.99404	
4.7058e-05	2.7643e-09	8.9878e-07	2.3373e-06	0.99272	
4.6325e-05	4.2978e-09	9.3183e-07	2.3324e-06	0.99089	
4.5483e-05	8.0473e-09	9.5622e-07	2.3187e-06	0.98825	
4.4904e-05	9.537e-09	9.9596e-07	2.3221e-06	0.98229	
4.4258e-05	1.015e-08	1.0267e-06	2.3158e-06	0.98144	
4.2348e-05	9.1655e-09	1.085e-06	2.3407e-06	0.97956	
4.0208e-05	1.0125e-08	1.1337e-06	2.3568e-06	0.97703	
3.8631e-05	9.1876e-09	1.2022e-06	2.3906e-06	0.9759	
3.6584e-05	1.009e-08	1.2548e-06	2.6955e-06	0.97428	
3.4276e-05	1.3679e-08	1.2974e-06	2.9736e-06	0.97206	
3.1676e-05	1.5756e-08	1.3304e-06	3.2266e-06	0.96907	
2.9757e-05	1.9901e-08	1.384e-06	3.5418e-06	0.96772	
2.7594e-05	2.2705e-08	1.4274e-06	3.8291e-06	0.96592	
2.6635e-05	2.3687e-08	1.5446e-06	3.9481e-06	0.96279	
2.5525e-05	2.3494e-08	2.1919e-06	4.0494e-06	0.95848	
2.4268e-05	2.221e-08	2.7776e-06	4.1366e-06	0.95279	
2.2846e-05	1.9771e-08	3.3071e-06	4.2104e-06	0.94529	
2.115e-05	1.978e-08	4.816e-06	4.2629e-06	0.93224	
1.902e-05	1.8752e-08	6.1508e-06	4.7256e-06	0.91488	
1.6642e-05	1.6283e-08	7.367e-06	5.1513e-06	0.89207	
1.3657e-05	1.6612e-08	8.4243e-06	7.3278e-06	0.86096	
1.2454e-05	1.5202e-08	8.9831e-06	8.4605e-06	0.8518	
1.1108e-05	1.2815e-08	9.4897e-06	9.5077e-06	0.83991	
1.0109e-05	1.1782e-08	1.0143e-05	1.0796e-05	0.80962	
9.3601e-06	1.1694e-08	1.0972e-05	1.2366e-05	0.79441	
8.5119e-06	1.0757e-08	1.172e-05	1.381e-05	0.77439	
6.109e-06	1.0825e-08	1.2719e-05	1.5695e-05	0.72441	
3.345e-06	1.2821e-08	1.5921e-05	1.7381e-05	0.64189	
2.8677e-06	1.3324e-08	1.863e-05	1.8806e-05	0.62372	
2.8307e-06	1.6554e-08	2.0922e-05	1.9974e-05	0.59777	
2.773e-06	1.8618e-08	2.3e-05	2.1046e-05	0.56355	
2.6939e-06	1.9618e-08	2.4884e-05	2.203e-05	0.51843	
2.4985e-06	1.9509e-08	2.6378e-05	2.4469e-05	0.4562	
2.2707e-06	2.2525e-08	2.7723e-05	2.6712e-05	0.3703	
2.1075e-06	2.2669e-08	2.9449e-05	2.9473e-05	0.32984	
2.1796e-06	2.6216e-08	3.0906e-05	3.1744e-05	0.27209	
2.2938e-06	2.6587e-08	3.2776e-05	3.454e-05	0.24517	
2.46e-06	2.3988e-08	3.5173e-05	3.7983e-05	0.23252	
2.6009e-06	2.4667e-08	3.7351e-05	4.1168e-05	0.21537	
2.7121e-06	2.3608e-08	3.9218e-05	4.4033e-05	0.21174	
2.6669e-06	2.4191e-08	4.1663e-05	4.7726e-05	0.2024	
2.6008e-06	2.8068e-08	4.3833e-05	5.1115e-05	0.20051	
2.5806e-06	3.6561e-08	4.4816e-05	5.5514e-05	0.19635	
2.5409e-06	4.2869e-08	4.57e-05	5.9566e-05	0.19082	
2.4824e-06	4.743e-08	4.6498e-05	6.3317e-05	0.1836	
2.4611e-06	5.5857e-08	4.754e-05	6.7934e-05	0.18036	
2.4216e-06	7.8207e-08	4.848e-05	7.2207e-05	0.17591	
2.6996e-06	1.36e-07	4.9302e-05	7.5959e-05	0.16982	
2.9347e-06	2.4929e-07	4.9957e-05	7.9202e-05	0.16796	
4.0243e-06	4.9748e-07	5.0408e-05	8.1576e-05	0.16818	
4.9659e-06	6.8197e-07	5.2463e-05	8.369e-05	0.168	
6.2123e-06	9.7547e-07	5.31e-05	8.6275e-05	0.1687	
7.9804e-06	1.1225e-06	5.3976e-05	8.7061e-05	0.17076	
9.6056e-06	1.2479e-06	5.4785e-05	8.7791e-05	0.17239	
1.1647e-05	1.4315e-06	5.5783e-05	8.8675e-05	0.17548	
1.3529e-05	1.5886e-06	5.671e-05	8.9503e-05	0.17798	
